rest,rating,reviews
One Dim Sum,4,Good and consistent with 2 flaws this time.  Sui Mai was too small. Char Sat buns was all fat. Rest was good as always
One Dim Sum,5,"First meal and stop in HK (after the hotel). Small, packed, and a queue to get in.I ordered the shu mai and har gow. Piping hot and tasty and juicy and medium sized. Tasty. Good for a quick bite to eat before wandering the goldfish market nearby"
One Dim Sum,4,"This place was recommended by an instagram friend and I'm very glad we tried it. We arrived around 7PM and there was already a line. Luckily for us we didn't have to wait long as we were only two. It's a typical chinese restaurant. The place is small and there's not much room between each table so you won't be able to avoid your neighbors conversation and they will hear yours. But you're coming here for dim sum and that's all matters. We ordered 6 steamed dishes, 1 plate of chinese broccoli and for dessert, some egg custard buns. All came with complimentary tea that was constantly refilled.The food came out pretty fast and was very fresh. Everything was delicious and the portions were quite big. I guess we ordered a little bit too much for two people but we end up eating all of it still because it was too good to waste!For 8 dishes we paid 140$HK which is very cheap compared to the other dim sum places we went and none were as good as this one. As we paid, the person I think was the owner, asked us if everything was to our taste and if we enjoyed the food. He was sincerely interested to know where we were from and if it was our first time at the restaurant. I really appreciated his concern to know if his customers loved the food. No wonder it was packed, and not only by expats but by locals as well. I will definitely keep this one on my list and come back a few times on our next trip here."
One Dim Sum,5,Very nice Dim Sum place in the neighborhood.  You will taste  the authentic Hong Kong Snacks here with very affordable price. I recommend this place if you don't mind to wait in line.
One Dim Sum,4,"After some research online I went to One Dim Sum. I sat relatively quickly since I was solo. I ordered the minced meat ball, which was good but the sweet vinegar made it even better. Then my favorite, the shrimp rice roll. The sticky rice was nice as well. The curry squid had an amazing sauce but I found the squid too chewy and could have used some more slicing."
One Dim Sum,4,"Shu mai, turnip cake, short ribs, shrimp dumplings with chives, steamed vermicelli roll with beef, steamed vermicelli roll with shrimp and leeks. Everything was very tasty. I usually need chili or mustard sauce, but this place didn't need them! I'm not a particular fan of shu mai but theirs were tender, juicy, and flavorable. We waited 30 minutes in line around 8pm so I recommend coming here during off-peak hours. Cash only and with a Michelin star."
One Dim Sum,5,Best dim sum so far in homgkong. Small but authentic food. Fair price and tasty food. Definitely check it out!
One Dim Sum,5,"This is a nice little spot in Prince Edward. This is a dim sum spot where you mark your order on a sheet of paper as opposed to having dim sum ladies coming around with carts. The dim sum comes out pretty fast once you have chosen what you want and get seated. Everything was absolutely delicious. I have only had dim sum back in LA, SF, and NY, this absolutely blows them away. Everything is worth getting, but I think the particular highlights are the chicken feet and the fish maw. This is simply dim sum done right."
One Dim Sum,5,"One Dim Sum is amazing, and I am never going to Tim Ho Wan again.Sure, my boyfriend and I had to wait for about 45 minutes at this small restaurant on a weekday for lunch, and my stomach was grumbling for a long time, but the dishes were incredibly delicious. Only one type of tea is served. Menus are available in English (with pictures!), which is so helpful for us ABCs who can't read Chinese! We ordered the standard fare of shu mai, char siu bao, ham shui kok, shrimp rice roll, and sesame balls.  Ham shui kok is definitely one of their best, with a perfectly crispy exterior but soft and tasty interior. We noticed that a lot of the other patrons ordered the mango coconut dessert as well, but by then, we were stuffed.What makes the dim sum so good? For one, each dish comes out piping hot from the kitchen, instead of sitting in a cart or who knows where all day. Sadly, my memory escapes me as to the exact differences of each dish, but my overall impression was that this place offered the best dim sum I have had so far."
One Dim Sum,4,We arrived around lunch time so we weren't surprised about the wait (approx 30 minutes or so$. Their menu is in English with pictures and what's nice is that you can order while waiting to expedite the process. The staff was very nice and accommodating plus the food was amazing! Definitely a must while visiting HK!
One Dim Sum,5,"Best dim sum in Hong Kong! Previously awarded a Michelin star, once you eat here you'll know why. Their meatballs are a must try, no doubt my all time favourite. The mango dessert is also unlike any other! Menu with photos and English makes it easy for those who need it. Efficient service is a bonus. So stoked to have eaten here!"
One Dim Sum,4,"Great dim sum but the wait in the heat and humidity is just brutal! Hey, take it as free sauna! Still, it is worth the wait! We went there three times during our three week visit to HK so far. Wish they have a larger restaurant to accommodate all the patrons!  One of the waitress was quite unfriendly --- maybe due to working so hard in such a busy and tight space! Can't wait to go again tomorrow."
One Dim Sum,5,"Very small, cozy, crowded seating, busy and fast paced. There's always a huge line out the door, I think mainly because they can only seat so few people inside. The decor is clean and new looking. I didn't have very high expectations for this small dim sum place, but after ordering a few things, they really impressed me with their dim sum dishes. The highlights were the rice rolls, the shrimp dumpling and their DELICIOUS HAM SUI KOK. I don't even liked fried things and I LOVED their ham sui kok. They totally nailed it!! I wish I had time to come here again for their dim sum, but there was just too little time and too many other restaurants to try in Hong Kong. Oh well, hopefully I'll come visit again and this place will still be here the next time I visit!"
One Dim Sum,5,"Stellar dim sum here. My husband and I stopped by after a trip to the flower and bird markets nearby, and the wait was about 40 minutes--worth every second of waiting, by the way. The process for getting a table is this: check-in at the front desk, and the attendant will give you a menu, an order form, and a pencil; mark what you want; hand it all back into the attendant, who will give you a slip of paper with a number; and then wait until the attendant ushers you into the restaurant. There are maybe a dozen or so tables inside, tops, so your wait will depend on the number of people ahead of you. Once inside, the food arrives very quickly."
One Dim Sum,5,I love the food at One Dim Sum! The restaurant does not have all the dishes as a normal dim sum restaurant has and the place is not too big and the tables are cramped together - but that's the charm. Since I knew it was quite a popular restaurant we went there early and I hear locals being baffled that so many foreigners have started finding their little hidden gems. The food was spectacular and my company and I really enjoyed every single dish that was served. My favourite was the bbq pork pineapple bun (叉燒菠蘿包) which was the best one I have ever had. One Dim Sum is a must go to place!
One Dim Sum,3,"Not bad, overrated because of their Michelin Stars. Always filled with tourists big line 24/7. I mean you can way better yum cha at other places around MK . But this has an authentic taste"
One Dim Sum,4,This is really good dim sum.  You can tell a lot of care goes into the preparation.  The Ma Lay (a kind of steamed cake) is extraordinarily tender.  The veggie dumplings are flavourful and a welcome change from Hong Kong's meats and sweets.  Can be lined up but it is very much worth both the trip and the wait.
One Dim Sum,5,"As I stated in my check-in...the dim sum here is quite yummy.  So many flavors to experience and did not disappoint.  If your to visit Hong Kong, make sure you make this a starting place. The dumplings and steamed buns are fantastic, the mango custard roll is perfect.  The staff is friendly even with a language barrier.  The place is small so when you come don't be in a hurry, it's worth the wait."
One Dim Sum,4,"really good quality, those fried football shaped ones are helllla good, too bad not much meat inside them."
Simplylife Bakery Cafe,4,"Last order for lunch set is at 2:30 pm. I was seated at 2:15 pm and the waitress came quickly to take the order. The soup of the day was mushroom soup , and the salad 's portion is quite big for an appetizer. Each comes with a piece of bread and butter. I ordered truffle pasta as main, and it was quite tasty. My friend ordered Full Day Breakfast and the portion is real generous. At the end we ordered two piece of cake, the chocolate jaffa pie and strawberry cheesecake, and as always, the cakes are to go for. The texture is firm and not too ""sickly""sweet. My favourite is always chocolate banana pie, sorta like a banofee, and with nutella in it. It is quite spacious and if you sit by the ...bench ( where you overlook the ice rink), do bring a jacket, it can be a bit chilly sitting there~"
Simplylife Bakery Cafe,3,Nothing special honestly. For the price it was a decent portion and both the cheeseburger and Avocado Sandwich was decent. There's only about 5 items on the menu but that's understandable for a bakery that centers on pastries rather than entrees. The avocado sandwich blends really well with the tomatoes and I wish there was more sausage on it. The coleslaw was very average and the cheeseburger was tasty but not exciting. Their mixed berry tea is basically 檸檬茶. Overall I would maybe come back to see if there are some improvements to their menu and overall taste. The food is pretty mediocre and there are definitely better choices in this area. But if you're craving western cuisine it's not a best choice.
Simplylife Bakery Cafe,3,"I have such conflicted feelings about this place.  on one hand, it's easy, cheap & generally good enough.  On the other, the service sometimes wants me to pull our hair out.  It is in essence fast food factory masquerading as a restaurant.  Food gets pumped out, and if there's any snags in the line - well, get ready because they can't really cope. Food options are pretty static across the brunch, lunch & dinner menus.  I've been here for afternoon tea and the quality def takes a hit.  Overall, good option for a quick, no fuss meal.  Cakes & coffee always are always great."
Simplylife Bakery Cafe,5,"Simplylife is my favorite place to dine for Western food in Hong Kong. Not only is it convenient since it was located right next to my university, but it is also delicious! Lunch, afternoon tea, desserts, or dinner? I have tried it all! Expect long queues for dinner and lunch, so I suggest to either have a really early or late meal to bypass the lines. My favorite time to go was for afternoon tea. It was the best deal because for about 100hkd you can get a meal and a nice cappuccino/latte. They have pretty juicy burgers and sandwiches that filled my stomach. I'm not a big eater, so this was the perfect size meal for me.Lunch and dinner are a bit pricier, as to be expected, but portions are huge so you'll get full. I suggest the chicken breast and the pizza because its delicious!The desserts are amazing! For my birthday, my friends ordered a cake and an array of pastries from here. Their desserts are all very light and not too sweet. I love how they combine an assortment of fruits and make it match on the desserts. I would recommend trying the tarts because they're quite unique and delicious."
Simplylife Bakery Cafe,4,"So my visits to HK usually lasts over a month, and while HK foods is delicious and fun, I do miss American food.I really didn't know what to expect when my aunt told me we were having tea time at simply life inside a mall. Egg tart? Milk tea?When I got there, my party was already seated, so I just went inside. As I got near the table, I passed by a glass case full of delicious beautiful dessert (I'll be back for this, I thought)We set down, and I took a look at the menu....""BACON CHEESE BURGER?? HELL YEAH!!!""And that was exactly what I ordered, how American of me right? Yeah, yeah, I know. I didn't expect much though, I just wanted my cravings to go away. IT WAS SO DELICIOUS.I must say, the ingredients and quality is really up to par here, even though it's located inside a mall. My other family members got different things, but I was just busy with my burger. The patty was not dry, the cheese was prefectly melted cheddar, and I think the bacon might have been applewood? I don't know, but it was thick cut. And it came with fries and the drink of the day (orange black iced tea). I don't know much about the price, I didn't pay. But I would definitely come back!"
Simplylife Bakery Cafe,1,"Simply life is simply crapOverpriced, weak coffee, subpar food and incompetent management."
Simplylife Bakery Cafe,4,This restaurant is my go to however here are pretty long line ups. Either have an early lunch or late lunch. Remember not to skip the dessert because it's bomb!! Service is lacking so minus one star
Simplylife Bakery Cafe,4,"Fun fact: when I met up with a friend and told her that we could go to Simply Life, she thought it was a furniture store.I don't blame her though, it really does sound like a modern lifestyle store! But that aside, Simply Life is actually a cafe that serves western food. It's got a couple of branches including at Festival Walk, Queensway and Tai Koo Shing - in my experience, it's the one at Festival Walk that's always the most crowded. I have had both lunch and afternoon tea here a few times, and what I love is that they have a lot of choices to choose from. They have anything from a hearty English breakfast to a mushroom beef burger to pasta in cream sauce! The lunch and afternoon tea set menus are very similar, so needless to say the afternoon tea sets are incredibly filling.All sets at Simply Life come with their daily iced tea, which is usually summery stuff like peach tea or passionfruit tea. I find their teas refreshing, but for example, I don't find the peach tea very peachy nor the passionfruit tea very, well, passionfruit-y. The set menus don't change very often, and one of my favorite mains here is the spring chicken. It's very tender and nicely flavored with herbs, and not too salty. The burgers here are pretty good too - if I'm here for tea and it's on the menu, I'll usually get it. They have different kinds and they all come with a side order of either regular or spicy fries. Once, I ordered the regular fries but was given the spicy instead. I didn't want to return it so I just had it, and it wasn't very spicy - but that may be because I swept most of the powdered seasoning off. My mother adores the big breakfast here - it's got a little bit of bacon, eggs, toast and the like and everything tastes very fresh.Every time I walk into Simply Life, I pass by all the pastries and the cakes and they look simply delightful. They've got tons of danishes and tarts, and I've been meaning to try one for a while now!Simply Life loses a star for its 24/7 ridiculously long queue. My mother likens it to a line for an amusement park ride. There's no avoiding the queue, but come by on weekdays - and early too, if you're here for lunch - and there will be less of a wait!"
Hop Yik Tai Snacks,5,"It's HK traditional street food, don't expect squeaky clean place BUT They have remodeled and it's now much cleaner and new.  Lost its old HK ghetto style. O well.  The rice roll is still the best I've had here in HK. Then of course I didn't try all of them but you can't go wrong. Also ordered the 艇仔粥(sampan).  Nothing stand out but pleased."
Hop Yik Tai Snacks,4,"You can order Cheung Fun pretty easily without Cantonese but some cantonese recommended if you want some other dishes.Cheung Fun (5/5) with peanut and hoisin sauce was delicious. We ordered it with stewed turnips and pork skin (4.5) and fish balls (3.5/5) to balance out the flavors and it's been one of my favorite local meals here. This place is a small hole in the wall place but it was packed even at night and I can definitely understand why. Cheung Fun, which they're known for, is essentially a rice roll and comes with a very unique sauce here. You can add spices and other sauces and sesame seeds here to add flavor to your liking. The flavor can get overpowering so we ordered it with stewed pork skin and turnips and fish balls. The stewed pork skin and turnip here was delicious also and was a nice way to give your palette a break from the strong sauce. Same with the fish balls, which you can probably find better on random street stalls but were passable and really help add some balance to your meal.Definitely a recommended location if you want a more unique snack in Hong Kong."
Hop Yik Tai Snacks,4,"One of several good snack shacks near Shum Shui Po MTR station.Bee-line for silky smooth Cheung Fun and a concoction of Peanut Sauce, Sweet Sauce, Soy Sauce, Hot Sauce and Oil to your liking.  A sprinkle of sesame seeds tops off this delicious Cheung Fun.Get it to-go in a bag or cramp inside with a plate."
Hop Yik Tai Snacks,4,"The whole area around this eatery is quite run down and smells like sewage, but it's all part of the HK street food experience! If you can overlook that, you're good to go :) Most people order from the take out window outside, but we managed to find some seats inside and shared the table with random people. I wouldn't say the cheung fun was the best that I have ever eaten, but i was still quite satisfied. The waitress was nice enough to accommodate our request of putting the sauces in a separate bowl for us due to my allergies with the sesame sauce. The siu mai was okay....I've had better and bigger ones elsewhere in HK and back home in Canada. Still satisfying though...no complaints!The century egg congee (皮蛋瘦肉粥) was pretty good with huge chunks of century egg and pork. Congee was nice and creamy as a proper congee should be."
Hop Yik Tai Snacks,3,"Um... it's okay I guess? It honestly didn't live up to my expectations considering it's Michelin recommended.Ordered a medium plate of cheung fun (rice noodle rolls) and siu mai. You can order the rice rolls in 3 diff amounts - S,M,L. Classically, they come topped with soy sauce, sesame paste, sweet hoisin-like sauce, and (optional) hot sauce. They are soft and smooth rolls... but they were a little thicker than what I enjoy. The siu mai is totally mehhhh. Tastes more like a starch filler on the inside. But for the price, what can you expect?The line up moves extremely fast though as the ladies who work here are super efficient! They have a couple small tables and stools inside BUTTT.... it's a cool experience to eat while standing on a street. So like the locals, I would recommend clumsily standing and holding your plate while attempting to take pictures hehe.Would I come back? Probably not... it wasn't outstanding."
Hop Yik Tai Snacks,5,This gem is in a corner of an alley. Inside the small shop was packed with customers. And they have customers standing outside eating as well. They are known for their plain rice noodle with peanut & hoisin sauce. Which is one of my favorite when I go to dim sum in the state. It doesn't not look nice when you buy it to go to eat. Very decent price for a large order. You get what you pay for.
Hop Yik Tai Snacks,4,"This local joint specializes in Chee Cheong Fun. For those who doesn't know what it is, Chee Cheong Fun is a steam rice noodle roll (Cantonese dish from southern China,commonly served during breakfast or as a snack). It is a thin roll made from a wide strip of shahe fen (rice noodles) and serve plain with sweet soy sauce, sesame sauce and Hoisin sauce.  Chee cheong means pig intestine, and fun means noodle; this is because the noodle is rolled more tightly and resembles the small intestine of a pig. No sweat, this is totally vegetarian friendly. Two common Cantonese words are typically used to describe a well-made rice noodle roll: ""heung"" (香) - meaning: good aroma and ""whaat"" (滑) - meaning: smooth or slippery. The actual noodle by itself doesn't have much taste, it is just as bland as plain white steamed rice. The fillings and the soy sauce that accompanies it provides the bulk of the flavor. Anyhow, I came here on a Thursday afternoon around 5pm and there was already a line in front of the restaurant. Everyone basically orders the same thing which is the Chee Cheong Fun. I usually don't enjoy plain carbs like this but the Chee Cheong Fun here is very silky and chewy. This is a local joint on a busy street adjustment to a local street market. Just to set the right expectations:1. Expect to share a table with someone if you have a small party (4 people and under)2. People may be standing behind you waiting for you to finish your food because seating is first come first serve. 3. You gota fight for a table on your own cuz the staff are too busy cooking. 4. There is no English menu so pointing is your best bet. It comes in small, medium and large sizes. Enjoy !!"
Hop Yik Tai Snacks,5,"I ordered 1 small plate at first. I came back shortly after for a round 2. Yeah--it's that good! AND it's super affordable! This place is a gem! The hoisin sauce, peanut sauce and sesame seeds aren't salty like other places I've encountered. It's absolutely perfect!!!"
Hop Yik Tai Snacks,2,The place is just too dirty. Rice roll is expensive. Overhyped by foodies on social network
Hop Yik Tai Snacks,5,"Perfect cheong fen, fresh chewy goodness. All sauces at will! You get hoisin, sesame, and light soya sauce on a regular order and can add some heat if you want. You can either take them from the cart outside on the street and eat them standing outside, take away, or order inside. Personally I didn't know how it worked so I ordered outside and took my order inside but that was OK for them. Order small medium or big plate, I ordered in mandarin and they understood perfectly."
Hop Yik Tai Snacks,5,"Fantastic cheung fun at awesome prices. It cost my friend and I $9 for 6 rolls, and that was enough for us to share. The rolls come with a choice of sauces mixed together: thick sesame oil (so thick it almost resembles and has the richness of peanut oil with a little peanut butter mixed in), a red sauce my friend called 'Cantonese catchup', and a dark oyster-style sauce. On top are sesame seeds. You can perch in the shop's diminutive interior, stand around in the alleyway to eat your steaming cheung fun from the plate with long toothpicks, or you can ask the server to get it to go, and it will be placed on a sheet of wax paper inside a plastic bag, to keep all the good juices in. The place serves other things like siu mai and fried noodles, but I only tried the cheung fun. I've been craving more since."
Hop Yik Tai Snacks,5,"Man, this was good. I've never really craved or paid too much attention to cheung fun (it's basically a thin sheet of rice-flour that is steamed and rolled up), but this just put cheung fun on the top of my to-eat HK street food. For HK$7, you get a good portion of cheung fun with a variety of sauces (sweet, sesame, soy sauce) that's good as a snack to share between 2 people. The shop itself is tiny, and there's also a takeout section that had a pretty long line when I went on the weekends (although it turned out not to be too long of a wait). The cheung fun came out steaming hot, and so so silky and smooth - the condiments help flavor it nicely. And even though cheung fun by nature doesn't really have much flavor, the ones here have that slight aromatic rice aroma. So delicious!! We ended up devouring the dish in the alley right beside the takeout counter, typical HK style; wouldn't have it another way."
Hop Yik Tai Snacks,4,"If you come to Hong Kong, authentic steamed rice rolls are hard to find, they can only be found in local places only the locals would know.  My cousin took me here, no ""qwie Los"" here unless it got recommended by a friend.  Sharing table is the norm in places like this.  Grab any seat you can.  They have 3 sizes for the steamed rice rolls, small, medium, and large at affordable prices.  It is freshly made and tasted very soft, you can add as much sauce as you want.  We also tried the noodles in soy sauce, this was ok, nothing special.  They also have fresh warm soy milk.  There is another steam rice roll place in Sai Kung, it's authentic there too.FYI: no need to tip in HK, but if you want to give your money away, give it to me."
Hop Yik Tai Snacks,5,"I.... Love... Their ..... Zhuchangfen猪肠粉. They sell it by the noodle, minimum of 4 at 2hkd each. We ordered 10hkd worth and it was such a good small snack, topped with sesame seeds. HK CLASSIC."
Hop Yik Tai Snacks,5,I am hooked on Cheung Fun ( rice noodles) now...this place is so goodThe sauces are perfect !.. I wish they had this back in Los Angeles
Hop Yik Tai Snacks,5,"Oh yes! 豬腸粉!! Steamed rice rolls with ""hella"" sauces!When thinking about 豬腸粉, some Depeche Mode song lyrics come to mind IMMEDIATELY.Martin Gore is a f**king genius, he can even be singing about Hong Kong food and he will make me swoon.Just Can't Get Enough: ""When I'm with you baby, I go outta my head, I just can't get enough! I just can't get enough"". (OK Vince Clarke wrote this one, it's ok.)Blue Dress: ""Put it on, and don't say a word, put it on, the one that I prefer"" ""Can you believe, something so simple, something so trivial, makes me a happy man, can't you understand. Just how easy it is to please me.""Yes I simply cannot get enough of 豬腸粉! And in reference to the Blue Dress lyrics....PUT IT ON, refers to the various mixed sauces that is a pre-requisite! Soy sauce, drizzle of lard or soy bean oil, TOASTED SESAME SEEDS, sweet sauce, sesame sauce, chili sauce. YES PUT IT ALL ON!!!! I'm the type of guy that needs lots and lots of sesame seeds in his 豬腸粉.豬腸粉 may not be one of those cool snacks like macarons or pork belly steamed buns, but it is an iconic food representative of Hong Kong food culture, and holds very dear to my heart. Probably something many westerners won't understand, unless they are fanatical about Vietnamese food, and know what ""banh cuon"" is all about.At Hop Yik Tai 合益泰小食, the best experience is to locate the storefront, and just look for the line.Have some coins ready, and know exactly how many rolls you want. Tell the lady, who will then pick up the required number of steamed rolls you want, then take a pair of scissors to snip into small bite sized pieces (or SLURP size pieces really), over a piece of wax paper on top of a plate. Then you decide on the sauces. For me, ""EVERYTHING!"" and ""SESAME SEEDS PLEASE!"". After you achieve your goal of securing a plate of the goods, move to the side, and stand in the alleyway to pick up the cut rolls with the wooden skewer sticks. Bring it to your mouth and SLURP it over.Be sure you are not wearing white, in case you make a mess in the process ;-).Yes the 豬腸粉 are not made on the premise, they are outsourced to a local vendor, but made fresh over there and brought over to Hop Yik Tai to steam. What HYT does in addition is create their own set of sauces, and that pretty much completes the circle.Well words fail sometimes...but once you've had microwaved or pre-refrigerated 豬腸粉 in the USA, store bought sauces (with chemicals and preservatives), it just does not compare to what HYT does. Smooth, slippery, and just insanely addictive. If I were an animal I would probably devour two orders...but if you are doing a food crawl (""sweeping the streets"") then one order is enough for a sample, or a quick fix.I swear this stuff is like doing drugs, or a cheap B&G (blow and go), and in the alleyway no doubt. :-oLonging for the day that I return to visit HK again, and Hop Yik Tai will forever be a must-stop for me."
Hop Yik Tai Snacks,4,One of the better rice noodle roll places I could find in Hong Kong (the good ones are getting difficult to find these days).
Hop Yik Tai Snacks,5,best cheung fun ever! so hard to describe but it's something have to try! the cheung fun are just made to perfection with perfect amount of sauce. no area to eat but don't mind just standing around to eat this! wish could be back to eat it again !
Hop Yik Tai Snacks,5,"Still loving their cheung fun and turnip and pork skin stew even though they recently got a Michelin star. This tiny place however got super duper crowded because of the star and service was going downhill as they can't handle the customer load. I just hope they won't get kicked out of their shop by the landlord because they got famous.Came here for the aforementioned cheung fun (rice rolls) and pork skin and turnip stew. The line for takeaway/ eat and go cheung fun was wrapped around the building. We lined up while hoping for a spot inside the tiny shop because wife really recommends the stew but you can only get it inside. We got lucky and wife used her HK skills to get us seats. As long as you can sit your butt on a stool, you have a seat. We got the Cheung fun with the sweet sauce, sesame sauce, sweet soy sauce, and sesame seeds. Came out piping hot and you can smell the rice flavor. The turnip in the stew was sweet and the soup was full of turnip flavor while the pork skin soaks up all this goodness."
Hop Yik Tai Snacks,3,"The rice rolls here are very smooth but growing up eating rice rolls from Macau, I am partial to the flavors from home.  (Can you believe even rice rolls have local flavors?)  I heard the take-out side makes better rice rolls but I have yet to try and confirm the statement.  Regardless, the portions are huge compared to the price they charge you so it still makes a good snack in the afternoon (or breakfast for that matter)!"
Hop Yik Tai Snacks,4,"Want the best churng fun (rice noodles) in HK?! This is the spot! Seats are first come, first serve and you share tables with randoms. The lady comes by to take your order so know what you want quick and then pay on the way out on the left. They also have a long time daily for the rice noodles to-go but we wanted to get the authentic feel or eating with locals and enjoying it sitting down. The cold soy milk was the perfect sweetness; light sweetness to still taste the soybeans. You MUST order the medium rice noodle (comes in three sizes) for four. You use the condiments in the middle of the table to flavor your noodles; we used hot sauce and lots of sesame! The daikon is also very sweet and delicious!! Another must! We also had the curry fish balls but I liked it least of all the small orders. Perfect for a snack while walking around and shopping. 38RMB for two soy milks, curry fish balls, medium rice noodles, and daikon (~$5 USD). Definitely recommend and will be back!"
EXP,4,"The seating is pretty nice, open air to shopping area but secluded area from the shoppers.This soft shell crab salad is satisfying. With slightly spicy salad dressing, some chilli on top of a variety of greens and fried goodies.The laksa is a bit pricey and with limited amount of bean curd, shrimp, sprout beansfish ball and half an egg. Quite spicy this one. This is next to the GLACIER skating rink, so there were parents sitting eating, waiting their kids to come and eat after their skating session.This restaurants offers freshly squeezed juice. There is a Take away juice bar too."
EXP,4,"A good dining option if you don't feel like eating mall food at the Festival Walk mall. Located near the ice skating rink. While dining here you'll get a great view of people ice skating. They serve mainly Italian food like pizza, pastas and salads. My favorite is the black ink pasta with scallops. The taste and flavor is comparable to the one I had in Venice. I've also tried the pizza and salad which were also very delicious. Friendly servers. Don't worry if you don't speak Cantonese. The servers speak English too so no worries about that."
EXP,4,"I was pleasantly surprised.A bit expensive, but a notch higher in term of quality. I had the squid ink sauce spaghetti with scallops.It was well done, the spag was aldente and the sauce was creamy. The scallops were perfectly cooked and plump.If you're in a pinch and need something quick yet delicious. That's your place."
EXP,3,"This is by far the most popular restaurant in festival walk due to its pricing and food options. They serve a good variety of options ranging from pizza, pasta, satays, fries to laksa, pomelo shrimp salad. There is always a line so i would suggest getting a number in advance using the food gulu app. This place is located right to the the ice-skating rank and serve lunch, afternoon tea and dinner menu. They also have freshly squeezed juice if you are looking for a quick juice to go option."
EXP,4,"Second time back for good comfort food. This time around we got the smoked salmon red onion flatbread pizza, pineapple ham pizza, cheesy kimchi fried rice and Japanese tonkatsu over rice. Place has a casual vibe with an indoor ice rink next door. Each dish is well proportioned and super yummy. Actually the pizzas were huge and had to pack up to go (midnight snack).  This place isn't cheap and they charge 10% gratuity. Our bill came to $402HKD for 4 dishes."
Greyhound Cafe,4,"""You're my real boss, not him in black suit.""""Life is too short. More dessert, anyone?""These and other sassy sayings can be read on the staff uniforms at Greyhound Cafe at Festival Walk, giving anyone who walks in the idea that you are in for a fun dining experience. Described as Italian and Thai with a twist, this place spices up life by combining the spicy flavors of Thai food and heartiness of Italian pasta dishes... And that's just getting started! In addition to some unique entrees like spicy Thai spaghetti you can also find a variety of burgers, noodle and soup dishes that meet this fun, sassy style of food Greyhound has going on. I particularly like their lunch sets (HK$88 or HK$98) depending on which entree you get which also include a soup or salad. For only HK$20 more you can get a drink or a dessert too! I've gone with a group of colleagues for lunch and it took a little bit for everything to come out however when I was flying solo lunch came out almost instantly.Pro-tip: take the lift to L2 to save some time because it's a lot of escalators up if you choose to go up each level."
Greyhound Cafe,2,"Small dishes, rather flavorless and requested no scallions twice and remade my food with scallions anyways a second time."
Greyhound Cafe,4,"This is a fusion restaurant where it serves Asian cuisine as well as western cuisine. I came with my relatives and we had a company of 12 people. We ordered different small dishes to share. They served a variety of dishes, ranged from Vietnamese to Western style dishes. Although we tasted a bit if everything, We did have a variety of experience. In general, the dishes tasted good. I am especially impressed by the coconut dessert. It's quite refreshing and light."
Greyhound Cafe,4,"I really liked the food here. Wasn't sure what to expect when we arrived but it's located in the top level of Festival Walk mall and was pretty busy when we went. The place served Fusion Food. We ordered the curry, the seafood pasta, some skewers, the crispy rice, and chicken wings. Everything was really good. The drinks were very tasty as well (including the Passion Fashion which looked really pretty too) Also loved the dessert. Definitely try the coconut crepe cake. Fresh whipped cream and real coconut pieces. What's not to love?!"
Greyhound Cafe,4,"There have been quite a few Greyhound Café around Hong Kong and yet this one at Festival Walk stole my heart. The one in Tsim Sha Tsui though has a breathtaking Victoria Harbour view, yet it seems rather packed and unorganized (not to mention all those tourists with luggage all over the place - it is rather 'hellish'); the one in IFC on the other hand did not really impress me much with its dishes - they tasted all right; the one in Mong Kok was newly opened so I might try that in the future - just give its staff a bit more time to get their hands on things.The first time I went there was because a friend of mine told me about the Thai milk tea here. You know how much Hongkongers love to drink milk tea with bubble tea shops in front of you literally everywhere you go. Therefore, I decided to give it a go. I have to warn others though, as much as I love this Thai milk tea, it is rather sweet; if you are one of those that need to order less sweet in one of those bubble tea places, it might not suit you well. Anyhow, I genuinely love the sweetness of it - very refreshing and silky.As for the food, it serves Thai slash western food. Kind of original to have both Chow Mein and burgers on our tables. And the best part - it is not overly-priced. As for the décor, the black and white together with the greyhound logo match quite perfectly. I highly recommend the one at Festival Walk. As for the milk tea, try it and see if that is too sweet for you."
Greyhound Cafe,4,"For a million years I couldn't imagine myself dining in this restaurant, judging from the decor and the locale, you can tell right away its a high-end restaurant. As I am usually a lone diner, expensive restaurants as such would never be my choice. Thanks to the group of friends that suggested having dinner here was I been able to taste out this restaurant.Although claiming to be a thai restaurant, it is more fusion to me; other than the more common thai dishes like tom yum soup and fried vermicelli, it also serves dishes like pasta and potato wedges. I quite enjoy the pasta dishes we ordered, I especially like the use of fresh pepper corn and dried chili which spiced up the otherwise quite ordinary pasta. The snacks were also quite enjoyable. Besides the potato wedges with aioli, the fried shrimp with spices as well as the shrimp pancakes with corn kernel were very nice. Oh and i have to talk about the drinks; they have their own specialty drinks including floral tea, milk tea and lemongrass drink. For people who enjoy a little exoticism in a cup, it would be a delight to see a drink list as such.I would very much urge you to save some room for desserts and cakes after the entree ; but popular as the glutinous with mango they often get sold one during dinner service in weekends, so make sure u place your order ahead of time~"
